BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	cell type	source_name	treatment	group
SAMN10984805	SRR8605921	2019-09-18T15:38:05Z	2019-02-21T16:57:24Z	6777782	515111432	0	76	175		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8605921/SRR8605921.1	SRX5405633		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390430	simple	9606	Homo sapiens	GSM3617844							no					GEO	SRA851302		public	6C28DE1687065E6B74C83667D699C498	96E520F26FC928CDEF23AFBFC644019D	10984805	F36P_ETOP_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390430	GSM3617844	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
SAMN10984804	SRR8605922	2019-09-18T15:38:05Z	2019-02-21T16:56:55Z	5705048	433583648	0	76	146		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605922/SRR8605922.1	SRX5405634		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390431	simple	9606	Homo sapiens	GSM3617845							no					GEO	SRA851302		public	70E671AB69D044E2C77C2278FAE2F184	B1907A4D9E61CF879F5BC52AAF21EA0C	10984804	F36P_ETOP_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390431	GSM3617845	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
SAMN10984804	SRR8605923	2019-09-18T15:38:05Z	2019-02-21T16:56:58Z	5944156	451755856	0	76	152		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605923/SRR8605923.1	SRX5405634		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390431	simple	9606	Homo sapiens	GSM3617845							no					GEO	SRA851302		public	1D17988CB9A4E4D20E9344AAF2DF175D	E5D7D3A6E6FE9DDE7DD1E38898F06CF2	10984804	F36P_ETOP_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390431	GSM3617845	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
SAMN10984804	SRR8605924	2019-09-18T15:38:05Z	2019-02-21T16:57:06Z	5981490	454593240	0	76	152		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605924/SRR8605924.1	SRX5405634		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390431	simple	9606	Homo sapiens	GSM3617845							no					GEO	SRA851302		public	1630D978DBF0366DE21B7B401A160100	C24B776F3DC046DFBCA4B1F77F72846A	10984804	F36P_ETOP_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390431	GSM3617845	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
SAMN10984804	SRR8605925	2019-09-18T15:38:05Z	2019-02-21T16:57:09Z	6318630	480215880	0	76	164		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8605925/SRR8605925.1	SRX5405634		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390431	simple	9606	Homo sapiens	GSM3617845							no					GEO	SRA851302		public	EC931429190D229B3145AE11AE843079	0CC621A8A23C4DD87A7626832246AF6E	10984804	F36P_ETOP_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390431	GSM3617845	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
SAMN10984803	SRR8605926	2019-09-18T15:38:05Z	2019-02-21T16:56:56Z	5908025	449009900	0	76	151		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605926/SRR8605926.1	SRX5405635		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390432	simple	9606	Homo sapiens	GSM3617846							no					GEO	SRA851302		public	12ED65A0E5065F71E6CA597B228E10C3	F73E4F3A5870DC54290BA7D136CE2730	10984803	F36P_ETOP_REP3	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390432	GSM3617846	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
SAMN10984803	SRR8605927	2019-09-18T15:38:05Z	2019-02-21T16:57:00Z	6137440	466445440	0	76	157		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605927/SRR8605927.1	SRX5405635		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390432	simple	9606	Homo sapiens	GSM3617846							no					GEO	SRA851302		public	1E6BCCFD6DAF362E8E6B92B0FDE25566	FE3E1475FE864E8301F6125D711FA832	10984803	F36P_ETOP_REP3	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390432	GSM3617846	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
SAMN10984803	SRR8605928	2019-09-18T15:38:05Z	2019-02-21T16:57:16Z	6157966	468005416	0	76	156		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8605928/SRR8605928.1	SRX5405635		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390432	simple	9606	Homo sapiens	GSM3617846							no					GEO	SRA851302		public	FA804FB6C538BF0E65B51C1C1638FE0B	9861C7E3527F8102FD03A506387ABA93	10984803	F36P_ETOP_REP3	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390432	GSM3617846	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
SAMN10984803	SRR8605929	2019-09-18T15:38:05Z	2019-02-21T16:56:57Z	6533480	496544480	0	76	170		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605929/SRR8605929.1	SRX5405635		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390432	simple	9606	Homo sapiens	GSM3617846							no					GEO	SRA851302		public	E44BD52F4F4A7F8DC30EEF3825A08CAA	3097ED7C83B2CD00ADEB452373C7B8FB	10984803	F36P_ETOP_REP3	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390432	GSM3617846	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
SAMN10984802	SRR8605930	2019-09-18T15:38:06Z	2019-02-21T16:56:49Z	5123719	389402644	0	76	130		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8605930/SRR8605930.1	SRX5405636		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390433	simple	9606	Homo sapiens	GSM3617847							no					GEO	SRA851302		public	E4230F517E77AE6AF94D2E3F859937D8	EB6B750BDE826E4FF8420FE070C02DD1	10984802	HL60_CTR_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390433	GSM3617847	HL60	AML	AML	Untreated	HL60.Untreated
SAMN10984802	SRR8605931	2019-09-18T15:38:06Z	2019-02-21T16:57:11Z	6877598	522697448	0	76	175		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8605931/SRR8605931.1	SRX5405636		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390433	simple	9606	Homo sapiens	GSM3617847							no					GEO	SRA851302		public	50E95FA5E5F72D3924E5D90315D18750	45EF5E25A0CF8F7B1FC8089F88030623	10984802	HL60_CTR_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390433	GSM3617847	HL60	AML	AML	Untreated	HL60.Untreated
SAMN10984802	SRR8605932	2019-09-18T15:38:06Z	2019-02-21T16:57:23Z	6915515	525579140	0	76	175		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8605932/SRR8605932.1	SRX5405636		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390433	simple	9606	Homo sapiens	GSM3617847							no					GEO	SRA851302		public	F04DEBED3509ECCCCF4CFEF45CE2965B	FC05B55000A462449B2718BD5582F4C2	10984802	HL60_CTR_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390433	GSM3617847	HL60	AML	AML	Untreated	HL60.Untreated
SAMN10984802	SRR8605933	2019-09-18T15:38:06Z	2019-02-21T16:57:23Z	7294116	554352816	0	76	189		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8605933/SRR8605933.1	SRX5405636		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390433	simple	9606	Homo sapiens	GSM3617847							no					GEO	SRA851302		public	FAF42513484F8A73ED481276BA6FE14E	5F85735BCAAC5F9D776253B2745DBCF8	10984802	HL60_CTR_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390433	GSM3617847	HL60	AML	AML	Untreated	HL60.Untreated
SAMN10984801	SRR8605934	2019-09-18T15:38:06Z	2019-02-21T16:56:51Z	5601021	425677596	0	76	143		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605934/SRR8605934.1	SRX5405637		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390434	simple	9606	Homo sapiens	GSM3617848							no					GEO	SRA851302		public	838C52215D7F152536C759F15F08907E	7E5146DAC8A136726BBC9B6D662EE0B4	10984801	HL60_CTR_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390434	GSM3617848	HL60	AML	AML	Untreated	HL60.Untreated
SAMN10984801	SRR8605935	2019-09-18T15:38:06Z	2019-02-21T16:57:10Z	6723808	511009408	0	76	172		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8605935/SRR8605935.1	SRX5405637		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390434	simple	9606	Homo sapiens	GSM3617848							no					GEO	SRA851302		public	00B42072C8B224C50B571098796EC91B	234C19E177DE23E24C4B78E5080C978B	10984801	HL60_CTR_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390434	GSM3617848	HL60	AML	AML	Untreated	HL60.Untreated
SAMN10984801	SRR8605936	2019-09-18T15:38:06Z	2019-02-21T16:57:12Z	6762466	513947416	0	76	172		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8605936/SRR8605936.1	SRX5405637		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390434	simple	9606	Homo sapiens	GSM3617848							no					GEO	SRA851302		public	392210482547E42EB1956F4F3DCCB452	888D3C5E09BC0E0DBEF4BBBD33CD880C	10984801	HL60_CTR_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390434	GSM3617848	HL60	AML	AML	Untreated	HL60.Untreated
SAMN10984801	SRR8605937	2019-09-18T15:38:06Z	2019-02-21T16:57:17Z	7123553	541390028	0	76	185		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8605937/SRR8605937.1	SRX5405637		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390434	simple	9606	Homo sapiens	GSM3617848							no					GEO	SRA851302		public	C34A7D2664CFE4CE9B82B716089921B4	130B1D6A8F8C7E01F859504C7873365F	10984801	HL60_CTR_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390434	GSM3617848	HL60	AML	AML	Untreated	HL60.Untreated
SAMN10984800	SRR8605938	2019-09-18T15:38:06Z	2019-02-21T16:56:50Z	5713932	434258832	0	76	146		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8605938/SRR8605938.1	SRX5405638		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390435	simple	9606	Homo sapiens	GSM3617849							no					GEO	SRA851302		public	785F2C53FADBB5B007FCE1EF96CF2A27	472BF5FC249C03C4B1C50B6DB52E5DEE	10984800	HL60_CTR_REP3	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390435	GSM3617849	HL60	AML	AML	Untreated	HL60.Untreated
SAMN10984800	SRR8605939	2019-09-18T15:38:06Z	2019-02-21T16:56:43Z	5950797	452260572	0	76	152		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8605939/SRR8605939.1	SRX5405638		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390435	simple	9606	Homo sapiens	GSM3617849							no					GEO	SRA851302		public	FC857AB034D0E5C8E5FA8219EE254B8E	E95ED46302150DE279D42C72706043CB	10984800	HL60_CTR_REP3	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390435	GSM3617849	HL60	AML	AML	Untreated	HL60.Untreated
