BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment
SAMN30952369	SRR21659613	2022-11-02T21:36:28Z	2022-09-21T14:26:29Z	40704999	12211499700	40704999	300	4502		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659613/SRR21659613.lite.1	SRX17659371	GSM6595590	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191638	simple	9606	Homo sapiens	GSM6595590							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	B27D205CDC4A3D1C34A11DA08DCFAAB8	81108B7D2A34E9684488884DEC44B939	30952369	DR_Dox_Low_1	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191638	GSM6595590	SUM190_DR	SUM190_DR	350nM Doxorubicin
SAMN30952370	SRR21659614	2022-11-02T21:36:28Z	2022-09-21T14:19:49Z	37758363	11327508900	37758363	300	4183		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659614/SRR21659614.lite.1	SRX17659370	GSM6595589	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191637	simple	9606	Homo sapiens	GSM6595589							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	90B14AFCE8559893D5BF5627B4B3A8F0	ED554F323DBA2D27B2E1A4CA33215306	30952370	DR_DMSO_2	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191637	GSM6595589	SUM190_DR	SUM190_DR	DMSO
SAMN30952371	SRR21659615	2022-11-02T21:36:28Z	2022-09-21T14:13:16Z	38033652	11410095600	38033652	300	4233		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659615/SRR21659615.lite.1	SRX17659369	GSM6595588	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191636	simple	9606	Homo sapiens	GSM6595588							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	AB24BCDE610AF9622F0363906669A524	6A5E43862F94F4734C6EA46D53947319	30952371	DR_DMSO_1	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191636	GSM6595588	SUM190_DR	SUM190_DR	DMSO
SAMN30952372	SRR21659616	2022-11-02T21:36:28Z	2022-09-21T14:04:52Z	38852786	11655835800	38852786	300	4318		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659616/SRR21659616.lite.1	SRX17659368	GSM6595587	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191635	simple	9606	Homo sapiens	GSM6595587							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	20C90406A9C95EA54F73D324850E2292	5A4EA0D7F8B8B507CEA753009A2A0E28	30952372	Par_RUX_PTX_2	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191635	GSM6595587	SUM190_Parental	SUM190_Parental	15nM Ruxolitinib 2.5nM Paclitaxel
SAMN30952373	SRR21659617	2022-11-02T21:36:28Z	2022-09-21T13:59:25Z	33600214	10080064200	33600214	300	3739		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659617/SRR21659617.lite.1	SRX17659367	GSM6595586	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191633	simple	9606	Homo sapiens	GSM6595586							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	D42AFED13A73F3B1EC5BEB643B9E2435	ABD829669AEB951110C5797233317D3B	30952373	Par_RUX_PTX_1	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191633	GSM6595586	SUM190_Parental	SUM190_Parental	15nM Ruxolitinib 2.5nM Paclitaxel
SAMN30952374	SRR21659618	2022-11-02T21:36:28Z	2022-09-21T14:28:57Z	31881583	9564474900	31881583	300	3539		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659618/SRR21659618.lite.1	SRX17659366	GSM6595585	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191634	simple	9606	Homo sapiens	GSM6595585							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	8DF2AD5A00864BEEF8E2E532BB3D35A4	9CBB751A4C6DB449C859E14C7F141B85	30952374	Par_RUX_2	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191634	GSM6595585	SUM190_Parental	SUM190_Parental	15uM Ruxolitinib
SAMN30952375	SRR21659619	2022-11-02T21:36:28Z	2022-09-21T14:00:05Z	36092128	10827638400	36092128	300	4023		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659619/SRR21659619.lite.1	SRX17659365	GSM6595584	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191632	simple	9606	Homo sapiens	GSM6595584							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	DC19F2EC0A76E3DF76CA494063ABC4BA	9FE1D1C27694EBE612CE980B45D2269B	30952375	Par_RUX_1	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191632	GSM6595584	SUM190_Parental	SUM190_Parental	15uM Ruxolitinib
SAMN30952376	SRR21659620	2022-11-02T21:36:28Z	2022-09-21T14:06:04Z	37926539	11377961700	37926539	300	4215		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659620/SRR21659620.lite.1	SRX17659364	GSM6595583	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191631	simple	9606	Homo sapiens	GSM6595583							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	FD6870CB0039DA38A09797021A9060F2	B3CA8A02B013BBEC4914B45A9094EEF2	30952376	Par_Dox_High_2	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191631	GSM6595583	SUM190_Parental	SUM190_Parental	1uM Doxorubicin
SAMN30952377	SRR21659621	2022-11-02T21:36:28Z	2022-09-21T14:09:39Z	32270160	9681048000	32270160	300	3583		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659621/SRR21659621.lite.1	SRX17659363	GSM6595582	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191630	simple	9606	Homo sapiens	GSM6595582							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	EF2E529170F15412F25A59342272BE60	DC48E9DB07076537AECA4DFB1B8718FD	30952377	Par_Dox_High_1	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191630	GSM6595582	SUM190_Parental	SUM190_Parental	1uM Doxorubicin
SAMN30952378	SRR21659622	2022-11-02T21:36:28Z	2022-09-21T14:01:51Z	37004712	11101413600	37004712	300	4121		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659622/SRR21659622.lite.1	SRX17659362	GSM6595581	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191629	simple	9606	Homo sapiens	GSM6595581							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	9EA44E77AB99A4D2050B054C3266A506	ECDFF6EEB3372F30E28A4900FA547EAA	30952378	Par_Dox_Low_2	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191629	GSM6595581	SUM190_Parental	SUM190_Parental	65nM Doxorubicin
SAMN30952379	SRR21659623	2022-11-02T21:36:28Z	2022-09-21T14:25:05Z	40972413	12291723900	40972413	300	4565		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659623/SRR21659623.lite.1	SRX17659361	GSM6595580	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191628	simple	9606	Homo sapiens	GSM6595580							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	009CD3D78BBCFE39F523B73B45F3C39B	4BC90C8C6754B2FEBD01045010C5962E	30952379	Par_Dox_Low_1	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191628	GSM6595580	SUM190_Parental	SUM190_Parental	65nM Doxorubicin
SAMN30952380	SRR21659624	2022-11-02T21:36:28Z	2022-09-21T14:10:41Z	30600903	9180270900	30600903	300	3428		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659624/SRR21659624.lite.1	SRX17659360	GSM6595579	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191627	simple	9606	Homo sapiens	GSM6595579							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	389C85358EE7216F9272EC4E9A645603	E1D0CA05B6B24E4213248DA1CE6BA272	30952380	Par_PTX_High_2	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191627	GSM6595579	SUM190_Parental	SUM190_Parental	10nM Paclitaxel
SAMN30952381	SRR21659625	2022-11-02T21:36:29Z	2022-09-21T14:18:20Z	46940423	14082126900	46940423	300	5202		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659625/SRR21659625.lite.1	SRX17659359	GSM6595578	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191626	simple	9606	Homo sapiens	GSM6595578							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	F3BB661C6C4131F97D730439DC9216B4	D2B1CC89164EBA5CF3C3881EFAFB8F17	30952381	Par_PTX_High_1	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191626	GSM6595578	SUM190_Parental	SUM190_Parental	10nM Paclitaxel
SAMN30952382	SRR21659626	2022-11-02T21:36:29Z	2022-09-21T14:24:48Z	41166215	12349864500	41166215	300	4566		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659626/SRR21659626.lite.1	SRX17659358	GSM6595577	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191625	simple	9606	Homo sapiens	GSM6595577							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	A6293158FEB0CC60356126F4EF9B44D3	E5947EEB1AE2D895B2DB49CA0570AC6D	30952382	Par_PTX_Low_2	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191625	GSM6595577	SUM190_Parental	SUM190_Parental	2.5nM Paclitaxel
SAMN30952383	SRR21659627	2022-11-02T21:36:29Z	2022-09-21T14:13:00Z	34866417	10459925100	34866417	300	3849		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659627/SRR21659627.lite.1	SRX17659357	GSM6595576	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191623	simple	9606	Homo sapiens	GSM6595576							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	E94E0C25E8F4CE5B23A4F830388F0A37	2013F6FEEE3B61E5756AD5513BD79BDA	30952383	Par_PTX_Low_1	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191623	GSM6595576	SUM190_Parental	SUM190_Parental	2.5nM Paclitaxel
SAMN30952384	SRR21659628	2022-11-02T21:36:28Z	2022-09-21T14:28:12Z	46610514	13983154200	46610514	300	5165		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659628/SRR21659628.lite.1	SRX17659356	GSM6595575	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191624	simple	9606	Homo sapiens	GSM6595575							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	EC7D8924476C6A7A242335DAA60B43A4	7D4D730D212596251D9BA6CA9ADFEE39	30952384	Par_DMSO_2	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191624	GSM6595575	SUM190_Parental	SUM190_Parental	DMSO
SAMN30952385	SRR21659629	2022-11-02T21:36:28Z	2022-09-21T14:19:32Z	37152000	11145600000	37152000	300	4134		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21659/SRR21659629/SRR21659629.lite.1	SRX17659355	GSM6595574	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP398432	PRJNA882817	3	882817	SRS15191622	simple	9606	Homo sapiens	GSM6595574							no					DANA FABER CANCER INSTITUTE	SRA1502798		public	81DFE20F0E19CE8C05B2C3BFEA9226D5	A837A7AD2A697CEB44403F56F17C16AE	30952385	Par_DMSO_1	Polyak, Medical Oncology, Dana-Farber Cancer Institute	9606	SRS15191622	GSM6595574	SUM190_Parental	SUM190_Parental	DMSO
