BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	cell type	source_name	treatment	group
SAMN12230522	SRR9652338	2019-07-09T16:14:08Z	2019-07-08T11:45:25Z	17064878	1365190240	0	80	616		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9652338/SRR9652338.1	SRX6413767		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213631	PRJNA553180		553180	SRS5070856	simple	9606	Homo sapiens	GSM3930439							no					GEO	SRA918424		public	ED76AC2FE16B7860EA6F671CDDC67174	F358721CB54BFB6EF8AE77DB5F05623F	12230522	K_3	Laboratory of molecular mechanisms of biological adaptation, Russian Academy of Sciences, Engelhardt Molecular Biology Institute	9606	SRS5070856	GSM3930439	THP1	Monocyte cell culture	Monocyte cell culture	control	control
SAMN12230520	SRR9652339	2019-07-09T16:14:08Z	2019-07-08T11:50:33Z	28199824	2255985920	0	80	1005		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9652339/SRR9652339.1	SRX6413768		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213631	PRJNA553180		553180	SRS5070857	simple	9606	Homo sapiens	GSM3930440							no					GEO	SRA918424		public	DFA021DF2153FF1781B84E08419D3A95	2C773DA9FA628B4ABBA0369A6BDEA5A0	12230520	K_4	Laboratory of molecular mechanisms of biological adaptation, Russian Academy of Sciences, Engelhardt Molecular Biology Institute	9606	SRS5070857	GSM3930440	THP1	Monocyte cell culture	Monocyte cell culture	control	control
SAMN12230519	SRR9652340	2019-07-09T16:14:08Z	2019-07-08T11:46:28Z	17253005	1380240400	0	80	614		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9652340/SRR9652340.1	SRX6413769		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213631	PRJNA553180		553180	SRS5070858	simple	9606	Homo sapiens	GSM3930441							no					GEO	SRA918424		public	0ACD98B8E6E94E5C093FD9236F570D9B	7F9A6C2A0A2F75172A3BE330AD5EFBB0	12230519	LPS+GYY_1	Laboratory of molecular mechanisms of biological adaptation, Russian Academy of Sciences, Engelhardt Molecular Biology Institute	9606	SRS5070858	GSM3930441	THP1	Monocyte cell culture	Monocyte cell culture	LPS+GYY	LPS_GYY
SAMN12230518	SRR9652341	2019-07-09T16:14:08Z	2019-07-08T11:46:11Z	16484108	1318728640	0	80	588		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9652341/SRR9652341.1	SRX6413770		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213631	PRJNA553180		553180	SRS5070859	simple	9606	Homo sapiens	GSM3930442							no					GEO	SRA918424		public	4F89DFF815856DF98D3F001C0C02BD8E	401E0AC886E78AE8A8581F58A4D2DFE9	12230518	LPS+GYY_2	Laboratory of molecular mechanisms of biological adaptation, Russian Academy of Sciences, Engelhardt Molecular Biology Institute	9606	SRS5070859	GSM3930442	THP1	Monocyte cell culture	Monocyte cell culture	LPS+GYY	LPS_GYY
SAMN12230517	SRR9652342	2019-07-09T16:14:08Z	2019-07-08T11:44:36Z	17109482	1368758560	0	80	608		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9652342/SRR9652342.1	SRX6413771		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213631	PRJNA553180		553180	SRS5070860	simple	9606	Homo sapiens	GSM3930443							no					GEO	SRA918424		public	D94B4676EE1F3788380135CB2F0E4535	E2364368F2565763F80E4BF346851FA0	12230517	LPS+GYY_3	Laboratory of molecular mechanisms of biological adaptation, Russian Academy of Sciences, Engelhardt Molecular Biology Institute	9606	SRS5070860	GSM3930443	THP1	Monocyte cell culture	Monocyte cell culture	LPS+GYY	LPS_GYY
SAMN12230516	SRR9652343	2019-07-09T16:14:08Z	2019-07-08T11:47:15Z	18803276	1504262080	0	80	671		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9652343/SRR9652343.1	SRX6413772		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213631	PRJNA553180		553180	SRS5070861	simple	9606	Homo sapiens	GSM3930444							no					GEO	SRA918424		public	054E17CA9D9401518C741B02322763E5	B10F8DA31ED271B5F4C9D06C77F350C3	12230516	LPS+GYY_4	Laboratory of molecular mechanisms of biological adaptation, Russian Academy of Sciences, Engelhardt Molecular Biology Institute	9606	SRS5070861	GSM3930444	THP1	Monocyte cell culture	Monocyte cell culture	LPS+GYY	LPS_GYY
SAMN12230514	SRR9652344	2019-07-09T16:14:08Z	2019-07-08T11:52:57Z	18285646	1462851680	0	80	651		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9652344/SRR9652344.1	SRX6413773		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213631	PRJNA553180		553180	SRS5070862	simple	9606	Homo sapiens	GSM3930445							no					GEO	SRA918424		public	4BD6C46852FB8D0DA133AAF58D2EA9C8	6E110AF349DC028031F17D4F59974197	12230514	LPS_1	Laboratory of molecular mechanisms of biological adaptation, Russian Academy of Sciences, Engelhardt Molecular Biology Institute	9606	SRS5070862	GSM3930445	THP1	Monocyte cell culture	Monocyte cell culture	LPS	LPS
SAMN12230513	SRR9652345	2019-07-09T16:14:08Z	2019-07-08T11:46:46Z	18969715	1517577200	0	80	677		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9652345/SRR9652345.1	SRX6413774		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213631	PRJNA553180		553180	SRS5070863	simple	9606	Homo sapiens	GSM3930446							no					GEO	SRA918424		public	C92C728C4708AFF1104228410E9F9C2F	7422387CCDD9BCBAC1468F395BD34D6C	12230513	LPS_2	Laboratory of molecular mechanisms of biological adaptation, Russian Academy of Sciences, Engelhardt Molecular Biology Institute	9606	SRS5070863	GSM3930446	THP1	Monocyte cell culture	Monocyte cell culture	LPS	LPS
SAMN12230512	SRR9652346	2019-07-09T16:14:08Z	2019-07-08T11:44:12Z	15304197	1224335760	0	80	546		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9652346/SRR9652346.1	SRX6413775		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213631	PRJNA553180		553180	SRS5070864	simple	9606	Homo sapiens	GSM3930447							no					GEO	SRA918424		public	E8440CDF0EDBC59DF164A0A99F217E0C	9C6D8ECFE8045D4FD807C42833B5CAC3	12230512	LPS_3	Laboratory of molecular mechanisms of biological adaptation, Russian Academy of Sciences, Engelhardt Molecular Biology Institute	9606	SRS5070864	GSM3930447	THP1	Monocyte cell culture	Monocyte cell culture	LPS	LPS
SAMN12230510	SRR9652347	2019-07-09T16:14:09Z	2019-07-08T11:46:24Z	18916581	1513326480	0	80	672		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9652347/SRR9652347.1	SRX6413776		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213631	PRJNA553180		553180	SRS5070865	simple	9606	Homo sapiens	GSM3930448							no					GEO	SRA918424		public	B87F6FE61803FDF5B71C78C76B0F63C1	11F46AE291DB6BDFBF92119202E21754	12230510	LPS_4	Laboratory of molecular mechanisms of biological adaptation, Russian Academy of Sciences, Engelhardt Molecular Biology Institute	9606	SRS5070865	GSM3930448	THP1	Monocyte cell culture	Monocyte cell culture	LPS	LPS
