BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	tissue	treatment	group
SAMN04632405	SRR3356069	2016-07-20T09:57:24Z	2016-04-11T12:54:34Z	16000000	816000000	0	51	306		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356069/SRR3356069.1	SRX1689923		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384179	simple	9606	Homo sapiens	GSM2113431							no					GEO	SRA409028		public	3120AA968C48BBAB95C65E88FFE7CDB8	1BF7AE0BD4F5EC3930311EE8A36EE705	4632405	LNT-229_DAC_20-4-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384179	GSM2113431	LNT-229	Glioblastoma cultured cells	Brain tumor cell line	Cells following treatment with Decitabine	LNT_229.decitabine
SAMN04632405	SRR3356070	2016-07-20T09:57:24Z	2016-04-11T12:52:44Z	755825	38547075	0	51	15		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3356070/SRR3356070.1	SRX1689923		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384179	simple	9606	Homo sapiens	GSM2113431							no					GEO	SRA409028		public	C7E399DCA39ECA4DBA4EC677C967EA45	3117403B930FB05B6B9C99111840F3B3	4632405	LNT-229_DAC_20-4-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384179	GSM2113431	LNT-229	Glioblastoma cultured cells	Brain tumor cell line	Cells following treatment with Decitabine	LNT_229.decitabine
SAMN04632406	SRR3356071	2016-07-20T09:57:24Z	2016-04-11T12:54:24Z	16000000	816000000	0	51	303		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356071/SRR3356071.1	SRX1689924		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384178	simple	9606	Homo sapiens	GSM2113432							no					GEO	SRA409028		public	7D26F0A322BB6A2AA4788D3E69CEF6CE	523524A9DA4A304010ACE664FC6A6397	4632406	T98G_15-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384178	GSM2113432	T98G	Glioblastoma cultured cells	Brain tumor cell line	Not treated	T98G.untreated
SAMN04632406	SRR3356072	2016-07-20T09:57:24Z	2016-04-11T12:52:50Z	1843447	94015797	0	51	36		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3356072/SRR3356072.1	SRX1689924		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384178	simple	9606	Homo sapiens	GSM2113432							no					GEO	SRA409028		public	4D5814B9947A07776E17B411025316B7	5542231894235075A84D2CCBC31ABFFF	4632406	T98G_15-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384178	GSM2113432	T98G	Glioblastoma cultured cells	Brain tumor cell line	Not treated	T98G.untreated
SAMN04632406	SRR3356073	2016-07-20T09:57:24Z	2016-04-11T12:54:17Z	16000000	816000000	0	51	307		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356073/SRR3356073.1	SRX1689924		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384178	simple	9606	Homo sapiens	GSM2113432							no					GEO	SRA409028		public	CBA1C785364EA19C46EE3D17FA2EA97F	991EC033A04FF98E7731CA2B2644779D	4632406	T98G_15-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384178	GSM2113432	T98G	Glioblastoma cultured cells	Brain tumor cell line	Not treated	T98G.untreated
SAMN04632406	SRR3356074	2016-07-20T09:57:24Z	2016-04-11T12:52:47Z	1867709	95253159	0	51	37		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3356074/SRR3356074.1	SRX1689924		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384178	simple	9606	Homo sapiens	GSM2113432							no					GEO	SRA409028		public	483993CAB21348E457D36AB6B55E96FE	F70B2C743AC48A688EFD0AE1CD476C1C	4632406	T98G_15-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384178	GSM2113432	T98G	Glioblastoma cultured cells	Brain tumor cell line	Not treated	T98G.untreated
SAMN04632407	SRR3356075	2016-07-20T09:57:24Z	2016-04-11T12:54:31Z	16000000	816000000	0	51	303		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3356075/SRR3356075.1	SRX1689925		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384177	simple	9606	Homo sapiens	GSM2113433							no					GEO	SRA409028		public	195EB6ABFC95A6EAA4F76B92389B3B4B	F68333A8B833FD35502D57C6AB0CC489	4632407	T98G_29-4-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384177	GSM2113433	T98G	Glioblastoma cultured cells	Brain tumor cell line	Not treated	T98G.untreated
SAMN04632407	SRR3356076	2016-07-20T09:57:24Z	2016-04-11T12:52:45Z	2030730	103567230	0	51	40		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356076/SRR3356076.1	SRX1689925		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384177	simple	9606	Homo sapiens	GSM2113433							no					GEO	SRA409028		public	B489499FE475D46195A6BF8210F81AA4	ED232E83E0C8E5D3AF26532F86F8CC63	4632407	T98G_29-4-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384177	GSM2113433	T98G	Glioblastoma cultured cells	Brain tumor cell line	Not treated	T98G.untreated
SAMN04632407	SRR3356077	2016-07-20T09:57:24Z	2016-04-11T12:54:15Z	16000000	816000000	0	51	307		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356077/SRR3356077.1	SRX1689925		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384177	simple	9606	Homo sapiens	GSM2113433							no					GEO	SRA409028		public	16D5BE8F8B8635AD72135CB53AA8140D	23573E5EA700F61CADC0F4C9DFE0F9B5	4632407	T98G_29-4-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384177	GSM2113433	T98G	Glioblastoma cultured cells	Brain tumor cell line	Not treated	T98G.untreated
SAMN04632407	SRR3356078	2016-07-20T09:57:24Z	2016-04-11T12:51:55Z	2021791	103111341	0	51	40		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356078/SRR3356078.1	SRX1689925		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384177	simple	9606	Homo sapiens	GSM2113433							no					GEO	SRA409028		public	8556C4368956C113006089C86CB25B1A	75529A855351784402A3723C3AAC0A2B	4632407	T98G_29-4-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384177	GSM2113433	T98G	Glioblastoma cultured cells	Brain tumor cell line	Not treated	T98G.untreated
SAMN04632408	SRR3356079	2016-07-20T09:57:24Z	2016-04-11T12:55:35Z	16000000	816000000	0	51	303		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356079/SRR3356079.1	SRX1689926		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384176	simple	9606	Homo sapiens	GSM2113434							no					GEO	SRA409028		public	99307AF51475124234DF68A9FE9B0345	D289018BA71C512BB11F96E397A12F5C	4632408	T98G_DAC_15-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384176	GSM2113434	T98G	Glioblastoma cultured cells	Brain tumor cell line	Cells following treatment with Decitabine	T98G.decitabine
SAMN04632408	SRR3356080	2016-07-20T09:57:24Z	2016-04-11T12:52:47Z	1408492	71833092	0	51	28		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356080/SRR3356080.1	SRX1689926		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384176	simple	9606	Homo sapiens	GSM2113434							no					GEO	SRA409028		public	A990E5094FC9F33AC5DFD8F653BC5F06	6CB089D20FE7AB2CF73E91A272C6FAD3	4632408	T98G_DAC_15-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384176	GSM2113434	T98G	Glioblastoma cultured cells	Brain tumor cell line	Cells following treatment with Decitabine	T98G.decitabine
SAMN04632408	SRR3356081	2016-07-20T09:57:24Z	2016-04-11T12:54:09Z	16000000	816000000	0	51	306		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356081/SRR3356081.1	SRX1689926		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384176	simple	9606	Homo sapiens	GSM2113434							no					GEO	SRA409028		public	7A2D89691F29D908E1493A41532890D6	2658E9CDF5524FAD15D0EA67FCDBC1D7	4632408	T98G_DAC_15-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384176	GSM2113434	T98G	Glioblastoma cultured cells	Brain tumor cell line	Cells following treatment with Decitabine	T98G.decitabine
SAMN04632408	SRR3356082	2016-07-20T09:57:24Z	2016-04-11T12:52:29Z	1428501	72853551	0	51	28		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356082/SRR3356082.1	SRX1689926		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384176	simple	9606	Homo sapiens	GSM2113434							no					GEO	SRA409028		public	15790C27ADB1A300B68695FDD7E1F096	96E444AB79D7074E7435AFC5F7A8D28C	4632408	T98G_DAC_15-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384176	GSM2113434	T98G	Glioblastoma cultured cells	Brain tumor cell line	Cells following treatment with Decitabine	T98G.decitabine
SAMN04632409	SRR3356083	2016-07-20T09:57:24Z	2016-04-11T12:54:08Z	16000000	816000000	0	51	303		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3356083/SRR3356083.1	SRX1689927		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384175	simple	9606	Homo sapiens	GSM2113435							no					GEO	SRA409028		public	E5C687A51E36E29A57D66C5C7598BB17	9DC9C8B827E950E5FF9936B93DAC2492	4632409	T98G_DAC_29-4-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384175	GSM2113435	T98G	Glioblastoma cultured cells	Brain tumor cell line	Cells following treatment with Decitabine	T98G.decitabine
SAMN04632409	SRR3356084	2016-07-20T09:57:24Z	2016-04-11T12:52:25Z	1040633	53072283	0	51	20		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356084/SRR3356084.1	SRX1689927		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384175	simple	9606	Homo sapiens	GSM2113435							no					GEO	SRA409028		public	E5C2818C0EA834026F067858D509C02D	45027A99F8E3080E25EF47747B28344A	4632409	T98G_DAC_29-4-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384175	GSM2113435	T98G	Glioblastoma cultured cells	Brain tumor cell line	Cells following treatment with Decitabine	T98G.decitabine
SAMN04632409	SRR3356085	2016-07-20T09:57:24Z	2016-04-11T12:54:09Z	16000000	816000000	0	51	306		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356085/SRR3356085.1	SRX1689927		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384175	simple	9606	Homo sapiens	GSM2113435							no					GEO	SRA409028		public	D66F0EEB41889A5C7783A336C2E00BB8	6AAB9DB1FE1E3AE16D93C2C8D021A9A4	4632409	T98G_DAC_29-4-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384175	GSM2113435	T98G	Glioblastoma cultured cells	Brain tumor cell line	Cells following treatment with Decitabine	T98G.decitabine
SAMN04632409	SRR3356086	2016-07-20T09:57:24Z	2016-04-11T12:52:26Z	1034847	52777197	0	51	20		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3356086/SRR3356086.1	SRX1689927		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384175	simple	9606	Homo sapiens	GSM2113435							no					GEO	SRA409028		public	86EC54DDCD77E87DECF865835EB2883B	479ECA30804C018BF53BE26C014F28A8	4632409	T98G_DAC_29-4-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384175	GSM2113435	T98G	Glioblastoma cultured cells	Brain tumor cell line	Cells following treatment with Decitabine	T98G.decitabine
SAMN04632410	SRR3356087	2016-07-20T09:57:24Z	2016-04-11T12:54:19Z	16000000	816000000	0	51	303		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356087/SRR3356087.1	SRX1689928		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384174	simple	9606	Homo sapiens	GSM2113436							no					GEO	SRA409028		public	8BBC0780F06A7E6F98471334067C03CD	CC026C43934C5C6CF470770F8FCC0698	4632410	U-87_22-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384174	GSM2113436	U-87	Glioblastoma cultured cells	Brain tumor cell line	Not treated	U_87.untreated
SAMN04632410	SRR3356088	2016-07-20T09:57:24Z	2016-04-11T12:52:24Z	884186	45093486	0	51	17		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3356088/SRR3356088.1	SRX1689928		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384174	simple	9606	Homo sapiens	GSM2113436							no					GEO	SRA409028		public	AFE8A3358DCFF4FC2DF87E818FD1B8B0	F823DEAE0B060910FC7F6A30A060B977	4632410	U-87_22-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384174	GSM2113436	U-87	Glioblastoma cultured cells	Brain tumor cell line	Not treated	U_87.untreated
SAMN04632410	SRR3356089	2016-07-20T09:57:24Z	2016-04-11T12:53:59Z	16000000	816000000	0	51	307		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356089/SRR3356089.1	SRX1689928		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384174	simple	9606	Homo sapiens	GSM2113436							no					GEO	SRA409028		public	2E52C322353173AF607435AD4B4B268A	015DA7F63A804586CB2AC2590C3AECE0	4632410	U-87_22-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384174	GSM2113436	U-87	Glioblastoma cultured cells	Brain tumor cell line	Not treated	U_87.untreated
SAMN04632410	SRR3356090	2016-07-20T09:57:24Z	2016-04-11T12:52:26Z	844459	43067409	0	51	17		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3356090/SRR3356090.1	SRX1689928		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384174	simple	9606	Homo sapiens	GSM2113436							no					GEO	SRA409028		public	6E7378A2FCFC156074A39C78485F77CB	FB0F1427072820DDF98D1DC4E7F00052	4632410	U-87_22-3-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384174	GSM2113436	U-87	Glioblastoma cultured cells	Brain tumor cell line	Not treated	U_87.untreated
SAMN04632411	SRR3356091	2016-07-20T09:57:24Z	2016-04-11T12:54:01Z	16000000	816000000	0	51	304		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3356091/SRR3356091.1	SRX1689929		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP073103	PRJNA318019	2	318019	SRS1384173	simple	9606	Homo sapiens	GSM2113437							no					GEO	SRA409028		public	DFC79FC2B2E71828D4C243538566958B	BEC9E0AB69E2D60E3833464D8AD8FAE7	4632411	U-87_24-4-15	Department of Biology, Technion - Israel Institute of Technology, Haifa, Israel	9606	SRS1384173	GSM2113437	U-87	Glioblastoma cultured cells	Brain tumor cell line	Not treated	U_87.untreated
