accession	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment
SAMN12390474	12390474	EHEB_Flud_50uM_143	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172666	GSM3983952	EHEB	Lymphoid	Flud_50uM
SAMN12390475	12390475	EHEB_Flud_50uM_142	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172665	GSM3983951	EHEB	Lymphoid	Flud_50uM
SAMN12390476	12390476	EHEB_CTRL_DMSO_135	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172700	GSM3983950	EHEB	Lymphoid	DMSO
SAMN12390477	12390477	EHEB_CTRL_DMSO_134	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172699	GSM3983949	EHEB	Lymphoid	DMSO
SAMN12390478	12390478	EHEB_CTRL_DMSO_133	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172698	GSM3983948	EHEB	Lymphoid	DMSO
SAMN12390479	12390479	MEC1_Idel_10uM_48h_192	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172697	GSM3983983	MEC1	Lymphoid	Idel_10uM
SAMN12390480	12390480	MEC1_Idel_10uM_48h_191	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172696	GSM3983982	MEC1	Lymphoid	Idel_10uM
SAMN12390481	12390481	MEC1_Flud_50uM_48h_47	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172690	GSM3983976	MEC1	Lymphoid	Flud_50uM
SAMN12390482	12390482	MEC1_Flud_50uM_48h_46	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172689	GSM3983975	MEC1	Lymphoid	Flud_50uM
SAMN12390483	12390483	MEC1_Idel_10uM_48h_190	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172695	GSM3983981	MEC1	Lymphoid	Idel_10uM
SAMN12390484	12390484	MEC1_Ibru_5uM_48h_186	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172694	GSM3983980	MEC1	Lymphoid	Ibru_5uM
SAMN12390485	12390485	MEC1_Ibru_5uM_48h_185	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172693	GSM3983979	MEC1	Lymphoid	Ibru_5uM
SAMN12390486	12390486	MEC1_Ibru_5uM_48h_184	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172692	GSM3983978	MEC1	Lymphoid	Ibru_5uM
SAMN12390487	12390487	MEC1_Flud_50uM_48h_48	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172691	GSM3983977	MEC1	Lymphoid	Flud_50uM
SAMN12390488	12390488	MEC1_DMSO_CTRL_48h_39	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172688	GSM3983974	MEC1	Lymphoid	DMSO
SAMN12390489	12390489	MEC1_DMSO_CTRL_48h_38	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172687	GSM3983973	MEC1	Lymphoid	DMSO
SAMN12390490	12390490	MEC1_DMSO_CTRL_48h_37	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172686	GSM3983972	MEC1	Lymphoid	DMSO
SAMN12390491	12390491	JVM2_Idel_10uM_240	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172685	GSM3983971	JVM2	Lymphoid	Idel_10uM
SAMN12390492	12390492	JVM2_Idel_10uM_239	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172684	GSM3983970	JVM2	Lymphoid	Idel_10uM
SAMN12390493	12390493	JVM2_Idel_10uM_238	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172683	GSM3983969	JVM2	Lymphoid	Idel_10uM
SAMN12390494	12390494	JVM2_Ibru_5uM_234	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172682	GSM3983968	JVM2	Lymphoid	Ibru_5uM
SAMN12390495	12390495	JVM2_Ibru_5uM_233	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172681	GSM3983967	JVM2	Lymphoid	Ibru_5uM
SAMN12390496	12390496	JVM2_Ibru_5uM_232	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172680	GSM3983966	JVM2	Lymphoid	Ibru_5uM
SAMN12390497	12390497	JVM2_Flud_50uM_96	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172679	GSM3983965	JVM2	Lymphoid	Flud_50uM
SAMN12390498	12390498	JVM2_Flud_50uM_95	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172678	GSM3983964	JVM2	Lymphoid	Flud_50uM
