BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment
SAMN02727430	SRR1238012	2014-07-07T15:47:11Z	2014-04-14T18:29:36Z	16841563	858919713	0	51	396	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238012/SRR1238012.1	SRX516760		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591809	simple	9606	Homo sapiens	GSM1369069							no					GEO	SRA157712		public	113C1F359D03406A4D056077DAEAB68C	7D6E1F22CE7484AC80A3AC2795A41307	2727430	siGLI1 rep1	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591809	GSM1369069	vorinostat-resistant HCT116	colorectal carcinoma cell line	siGLI1
SAMN02727431	SRR1238009	2014-07-07T15:47:11Z	2014-04-14T18:19:58Z	11926761	608264811	0	51	293	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238009/SRR1238009.1	SRX516757		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591806	simple	9606	Homo sapiens	GSM1369066							no					GEO	SRA157712		public	311F0BCFDB6C07F0297FD4A6A266653E	280B3F16C600C4DCF781E4F98F290D20	2727431	siCDK10 rep1	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591806	GSM1369066	vorinostat-resistant HCT116	colorectal carcinoma cell line	siCDK10
SAMN02727432	SRR1238022	2014-07-07T15:47:11Z	2014-04-14T18:21:33Z	18207758	928595658	0	51	436	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238022/SRR1238022.1	SRX516770		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591819	simple	9606	Homo sapiens	GSM1369079							no					GEO	SRA157712		public	EF753D6028B61BB9396ECA0BB9D48AD5	44E442EFB719C52CD5F4011C10F16B2D	2727432	siBEGAIN rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591819	GSM1369079	vorinostat-resistant HCT116	colorectal carcinoma cell line	siBEGAIN
SAMN02727433	SRR1238015	2014-07-07T15:47:11Z	2014-04-14T18:30:22Z	16712374	852331074	0	51	396	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238015/SRR1238015.1	SRX516763		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591812	simple	9606	Homo sapiens	GSM1369072							no					GEO	SRA157712		public	4BA78CB32FD488056EAE62826F864EA9	716589301D06A0D83ADAFA2528F6ACDE	2727433	siPOLR2D rep1	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591812	GSM1369072	vorinostat-resistant HCT116	colorectal carcinoma cell line	siPOLR2D
SAMN02727434	SRR1238006	2014-07-07T15:47:11Z	2014-04-14T18:43:35Z	18394387	938113737	0	51	440	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238006/SRR1238006.1	SRX516754		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591803	simple	9606	Homo sapiens	GSM1369063							no					GEO	SRA157712		public	9E501174F7691260B37CCA278BD6E43F	2262D89847E4BFE1C4DFE427F09A9D3F	2727434	mock rep1	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591803	GSM1369063	vorinostat-resistant HCT116	colorectal carcinoma cell line	mock
SAMN02727435	SRR1238018	2014-07-07T15:47:11Z	2014-04-14T18:28:28Z	14471644	738053844	0	51	355	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238018/SRR1238018.1	SRX516766		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591815	simple	9606	Homo sapiens	GSM1369075							no					GEO	SRA157712		public	5CD675AF396F7ACB31ABFBF47404E84C	D00C4F21B39123972F5E519C496D8385	2727435	siSAP130 rep1	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591815	GSM1369075	vorinostat-resistant HCT116	colorectal carcinoma cell line	siSAP130
SAMN02727436	SRR1238021	2014-07-07T15:47:11Z	2014-04-14T18:23:25Z	14581166	743639466	0	51	352	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238021/SRR1238021.1	SRX516769		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591818	simple	9606	Homo sapiens	GSM1369078							no					GEO	SRA157712		public	D034D9633807993A57C68331E1EF470D	05C31C2B742914B4FBC6B9B26D8D1BC8	2727436	mock rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591818	GSM1369078	vorinostat-resistant HCT116	colorectal carcinoma cell line	mock
SAMN02727437	SRR1238024	2014-07-07T15:47:11Z	2014-04-14T18:21:47Z	12726019	649026969	0	51	313	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238024/SRR1238024.1	SRX516772		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591821	simple	9606	Homo sapiens	GSM1369081							no					GEO	SRA157712		public	2D385F73BE8BE8B99609C1E09E2CD971	F6E5819E41A0E6571891F793472FD1AE	2727437	siCDK10 rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591821	GSM1369081	vorinostat-resistant HCT116	colorectal carcinoma cell line	siCDK10
SAMN02727438	SRR1238027	2014-07-07T15:47:11Z	2014-04-14T18:22:38Z	12894933	657641583	0	51	309	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238027/SRR1238027.1	SRX516775		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591824	simple	9606	Homo sapiens	GSM1369084							no					GEO	SRA157712		public	D27882B24595EFB484F0145F8E69F0BD	CC5D0817B725B4824E3CB397585B7E2F	2727438	siGLI1 rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591824	GSM1369084	vorinostat-resistant HCT116	colorectal carcinoma cell line	siGLI1
SAMN02727439	SRR1238023	2014-07-07T15:47:11Z	2014-04-14T18:24:16Z	16785154	856042854	0	51	403	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238023/SRR1238023.1	SRX516771		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591820	simple	9606	Homo sapiens	GSM1369080							no					GEO	SRA157712		public	7B873A644F8FC5982A6FCB565DB8E563	30DBBB383B89887D7FC898D5A91848D0	2727439	siCCNK rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591820	GSM1369080	vorinostat-resistant HCT116	colorectal carcinoma cell line	siCCNK
SAMN02727440	SRR1238028	2014-07-07T15:47:11Z	2014-04-14T18:21:53Z	17277237	881139087	0	51	409	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238028/SRR1238028.1	SRX516776		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591825	simple	9606	Homo sapiens	GSM1369085							no					GEO	SRA157712		public	79C96EB515F3DAF054D95E41D6B5C228	4B130B6FEBD6333DDB9FCA0A6A1646D7	2727440	siJAK2 rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591825	GSM1369085	vorinostat-resistant HCT116	colorectal carcinoma cell line	siJAK2
SAMN02727441	SRR1238025	2014-07-07T15:47:11Z	2014-04-14T18:19:07Z	12870208	656380608	0	51	307	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238025/SRR1238025.1	SRX516773		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591822	simple	9606	Homo sapiens	GSM1369082							no					GEO	SRA157712		public	032A53155D44EA18741FF6204150434E	DB2F8ACF9D25AAD36F5D545F699174C6	2727441	siDPPA5 rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591822	GSM1369082	vorinostat-resistant HCT116	colorectal carcinoma cell line	siDPPA5
SAMN02727442	SRR1238031	2014-07-07T15:47:11Z	2014-04-14T18:35:50Z	17420583	888449733	0	51	410	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238031/SRR1238031.1	SRX516779		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591828	simple	9606	Homo sapiens	GSM1369088							no					GEO	SRA157712		public	938FECC42C3B8F65519A7004E394F200	BB00607D247DDC7CFBC2D7E7FE6EFF49	2727442	siPSMD13 rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591828	GSM1369088	vorinostat-resistant HCT116	colorectal carcinoma cell line	siPSMD13
SAMN02727443	SRR1238026	2014-07-07T15:47:11Z	2014-04-14T18:39:54Z	17081030	871132530	0	51	409	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238026/SRR1238026.1	SRX516774		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591823	simple	9606	Homo sapiens	GSM1369083							no					GEO	SRA157712		public	8BA6CFBD64D717E8D0AA851FA1E5A897	CBD9F3C0A698172A18DB3B242E7ED2B0	2727443	siEIF3L rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591823	GSM1369083	vorinostat-resistant HCT116	colorectal carcinoma cell line	siEIF3L
SAMN02727444	SRR1238030	2014-07-07T15:47:11Z	2014-04-14T18:18:42Z	11349713	578835363	0	51	275	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238030/SRR1238030.1	SRX516778		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591827	simple	9606	Homo sapiens	GSM1369087							no					GEO	SRA157712		public	BE3FB569AAA5992B528B25D2B3768DF1	4C221723DED0729939C40E9A383EF9DE	2727444	siPOLR2D rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591827	GSM1369087	vorinostat-resistant HCT116	colorectal carcinoma cell line	siPOLR2D
SAMN02727445	SRR1238029	2014-07-07T15:47:11Z	2014-04-14T18:19:11Z	12507227	637868577	0	51	299	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238029/SRR1238029.1	SRX516777		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591826	simple	9606	Homo sapiens	GSM1369086							no					GEO	SRA157712		public	C2381FEAF434FB56F63199CC60E960B5	DA2630F8C42A2302A7543B9C477444B3	2727445	siNFYA rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591826	GSM1369086	vorinostat-resistant HCT116	colorectal carcinoma cell line	siNFYA
SAMN02727446	SRR1238033	2014-07-07T15:47:11Z	2014-04-14T18:26:44Z	14235470	726008970	0	51	343	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238033/SRR1238033.1	SRX516781		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591830	simple	9606	Homo sapiens	GSM1369090							no					GEO	SRA157712		public	E55096707B1289A2FB529DA1E6B4F1F1	B1D2CDF339F32A88393160AF46340063	2727446	siSAP130 rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591830	GSM1369090	vorinostat-resistant HCT116	colorectal carcinoma cell line	siSAP130
SAMN02727447	SRR1238039	2014-07-07T15:47:11Z	2014-04-14T18:27:41Z	15621563	796699713	0	51	369	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238039/SRR1238039.1	SRX516787		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591836	simple	9606	Homo sapiens	GSM1369096							no					GEO	SRA157712		public	44C711E4F82EF16A98E00C33D9ECD62E	678C41E3649F925D87B978B64724582C	2727447	siCDK10 rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591836	GSM1369096	vorinostat-resistant HCT116	colorectal carcinoma cell line	siCDK10
SAMN02727448	SRR1238041	2014-07-07T15:47:11Z	2014-04-14T18:22:15Z	14106493	719431143	0	51	339	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238041/SRR1238041.1	SRX516789		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591838	simple	9606	Homo sapiens	GSM1369098							no					GEO	SRA157712		public	923AFB9BA62FCC8E56D2B631E32A8A52	2D8A67F1CD5FD119A6D0C41F2D7D4759	2727448	siEIF3L rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591838	GSM1369098	vorinostat-resistant HCT116	colorectal carcinoma cell line	siEIF3L
SAMN02727449	SRR1238042	2014-07-07T15:47:11Z	2014-04-14T18:18:54Z	9756110	497561610	0	51	240	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238042/SRR1238042.1	SRX516790		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591839	simple	9606	Homo sapiens	GSM1369099							no					GEO	SRA157712		public	DC34C46903A6D18A58459A30A7DF47E7	42924FD992A8A1553678557A5AA913D0	2727449	siGLI1 rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591839	GSM1369099	vorinostat-resistant HCT116	colorectal carcinoma cell line	siGLI1
SAMN02727450	SRR1238036	2014-07-07T15:47:11Z	2014-04-14T18:19:38Z	11168125	569574375	0	51	277	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238036/SRR1238036.1	SRX516784		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591833	simple	9606	Homo sapiens	GSM1369093							no					GEO	SRA157712		public	1244E7BBE27AA4D7AE303BEC2ADCE04F	1298B5E0F9DC50AFB8ACFCDCFA7DBDEA	2727450	mock rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591833	GSM1369093	vorinostat-resistant HCT116	colorectal carcinoma cell line	mock
SAMN02727451	SRR1238032	2014-07-07T15:47:11Z	2014-04-14T18:18:55Z	12445946	634743246	0	51	300	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238032/SRR1238032.1	SRX516780		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591829	simple	9606	Homo sapiens	GSM1369089							no					GEO	SRA157712		public	7F39264FD3A0C882A9DAEEA1F5E9978C	4FBD1EED7CC94A4EFE71A7A0E037A632	2727451	siRGS18 rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591829	GSM1369089	vorinostat-resistant HCT116	colorectal carcinoma cell line	siRGS18
SAMN02727452	SRR1238037	2014-07-07T15:47:11Z	2014-04-14T18:24:29Z	23372015	1191972765	0	51	550	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238037/SRR1238037.1	SRX516785		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591834	simple	9606	Homo sapiens	GSM1369094							no					GEO	SRA157712		public	3C45CFEB826E1FCA2EC99109FA277227	0B6202DA5CD7DE2D40D3966B48C285CC	2727452	siBEGAIN rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591834	GSM1369094	vorinostat-resistant HCT116	colorectal carcinoma cell line	siBEGAIN
SAMN02727453	SRR1238038	2014-07-07T15:47:11Z	2014-04-14T18:20:47Z	17367956	885765756	0	51	414	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238038/SRR1238038.1	SRX516786		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591835	simple	9606	Homo sapiens	GSM1369095							no					GEO	SRA157712		public	30E561C70906BF21170229FB2B7D5DB1	2323A2EB8FF58532366F4966E1BC5D41	2727453	siCCNK rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591835	GSM1369095	vorinostat-resistant HCT116	colorectal carcinoma cell line	siCCNK
