BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	cell type	genotype	source_name	treatment	group
SAMN11978261	SRR9217652	2020-01-02T09:30:22Z	2019-06-07T22:04:06Z	42529087	4252908700	42529087	100	1621		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9217652/SRR9217652.1	SRX5988151		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893349	simple	9606	Homo sapiens	GSM3862924							no					GEO	SRA895374		public	2B096367F644212A55582F255BF8A4C7	4D884F7ADC2A1AD507A7EC69A95D40EF	11978261	WT+ IFNγ 3-1	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893349	GSM3862924	THP1	Leukemic monocyte	WT	Leukemic monocyte‎	IFNγ	WT.IFNy
SAMN11978260	SRR9217653	2020-01-02T09:30:22Z	2019-06-07T22:00:18Z	42329261	4232926100	42329261	100	1611		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9217653/SRR9217653.1	SRX5988152		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893350	simple	9606	Homo sapiens	GSM3862925							no					GEO	SRA895374		public	329980BCEF2C60A99403670C13C60AAB	158579517C5636655B1B56D2C4ECAC0A	11978260	WT+ IFNγ 3-2	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893350	GSM3862925	THP1	Leukemic monocyte	WT	Leukemic monocyte‎	IFNγ	WT.IFNy
SAMN11978259	SRR9217654	2020-01-02T09:30:22Z	2019-06-07T21:58:54Z	25024319	2502431900	25024319	100	946		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9217654/SRR9217654.1	SRX5988153		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893351	simple	9606	Homo sapiens	GSM3862926							no					GEO	SRA895374		public	68AFF87E86446BDDFAEA9B2F667B3864	3E9C06A70DE1362BBEE62337721578BB	11978259	TET2 KO 1-1	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893351	GSM3862926	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	control	TET2_KO.Control
SAMN11978258	SRR9217655	2020-01-02T09:30:22Z	2019-06-07T21:57:07Z	24894876	2489487600	24894876	100	939		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9217655/SRR9217655.1	SRX5988154		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893352	simple	9606	Homo sapiens	GSM3862927							no					GEO	SRA895374		public	E16F2DC9A5FA6CDEEA05924D93E1EA7E	7E869CCE150D2EEE297CE669EE992F55	11978258	TET2 KO 1-2	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893352	GSM3862927	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	control	TET2_KO.Control
SAMN11978257	SRR9217656	2020-01-02T09:30:22Z	2019-06-07T21:58:12Z	27658470	2765847000	27658470	100	1061		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9217656/SRR9217656.1	SRX5988155		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893353	simple	9606	Homo sapiens	GSM3862928							no					GEO	SRA895374		public	61D6385498A7ECCB0DAFF907672A82D9	FBC772D4CD126D3E9FC00B2CDF513FDE	11978257	TET2 KO 2-1	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893353	GSM3862928	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	control	TET2_KO.Control
SAMN11978256	SRR9217657	2020-01-02T09:30:22Z	2019-06-07T21:59:31Z	27550927	2755092700	27550927	100	1054		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9217657/SRR9217657.1	SRX5988156		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893354	simple	9606	Homo sapiens	GSM3862929							no					GEO	SRA895374		public	3E39F37205A5649A237F456771D339BD	E133A6C27ED34E67AB80E20A1A7C046D	11978256	TET2 KO 2-2	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893354	GSM3862929	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	control	TET2_KO.Control
SAMN11978255	SRR9217658	2020-01-02T09:30:22Z	2019-06-07T21:56:01Z	20472126	2047212600	20472126	100	771		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9217658/SRR9217658.1	SRX5988157		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893355	simple	9606	Homo sapiens	GSM3862930							no					GEO	SRA895374		public	F16A6E4AE6424CC36AF04616531C3068	F5C1DFD49025FE277B68FDBB0791FC12	11978255	TET2 KO 3-1	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893355	GSM3862930	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	control	TET2_KO.Control
SAMN11978254	SRR9217659	2020-01-02T09:30:22Z	2019-06-07T21:57:48Z	20223305	2022330500	20223305	100	759		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9217659/SRR9217659.1	SRX5988158		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893356	simple	9606	Homo sapiens	GSM3862931							no					GEO	SRA895374		public	56B868D235A1CF1AB3044A2C7FD50147	CEC5DEBB269DEF1B43BF95AD16173E35	11978254	TET2 KO 3-2	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893356	GSM3862931	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	control	TET2_KO.Control
SAMN11978253	SRR9217660	2020-01-02T09:30:22Z	2019-06-07T21:55:47Z	19888661	1988866100	19888661	100	758		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9217660/SRR9217660.1	SRX5988159		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893357	simple	9606	Homo sapiens	GSM3862932							no					GEO	SRA895374		public	F05E9EA2F815351007AF523D18BA0AE9	BAC6769F680D25B6264351D3C0D83C76	11978253	TET2 KO+ IFNγ 1-1	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893357	GSM3862932	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	IFNγ	TET2_KO.IFNy
SAMN11978252	SRR9217661	2020-01-02T09:30:22Z	2019-06-07T21:55:54Z	19549348	1954934800	19549348	100	743		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9217661/SRR9217661.1	SRX5988160		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893358	simple	9606	Homo sapiens	GSM3862933							no					GEO	SRA895374		public	77B1231BA9B943265D3CFFB90D294D11	31068AE147107AF18D79349AC49E57CE	11978252	TET2 KO+ IFNγ 1-2	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893358	GSM3862933	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	IFNγ	TET2_KO.IFNy
SAMN11978275	SRR9217662	2020-01-02T09:30:22Z	2019-06-07T21:56:20Z	21104779	2110477900	21104779	100	799		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9217662/SRR9217662.1	SRX5988161		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893359	simple	9606	Homo sapiens	GSM3862934							no					GEO	SRA895374		public	3A698E9698F766E21F5EC1BF786EECA8	06A7E5300001279B899483D801E3AE21	11978275	TET2 KO+ IFNγ 2-1	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893359	GSM3862934	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	IFNγ	TET2_KO.IFNy
SAMN11978274	SRR9217663	2020-01-02T09:30:22Z	2019-06-07T21:56:18Z	20845944	2084594400	20845944	100	787		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9217663/SRR9217663.1	SRX5988162		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893360	simple	9606	Homo sapiens	GSM3862935							no					GEO	SRA895374		public	0BDB351C6D24B21277734AE254D6D8AC	7D6532BC3E1255375A5644B339F9EDAF	11978274	TET2 KO+ IFNγ 2-2	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893360	GSM3862935	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	IFNγ	TET2_KO.IFNy
SAMN11978273	SRR9217664	2020-01-02T09:30:22Z	2019-06-07T21:55:58Z	20244011	2024401100	20244011	100	767		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9217664/SRR9217664.1	SRX5988163		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893361	simple	9606	Homo sapiens	GSM3862936							no					GEO	SRA895374		public	D91D5EB1A128E4F13EA40C9F034618AB	35CCA080565144FC0628C78250975BFD	11978273	TET2 KO+ IFNγ 3-1	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893361	GSM3862936	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	IFNγ	TET2_KO.IFNy
SAMN11978272	SRR9217665	2020-01-02T09:30:22Z	2019-06-07T21:55:34Z	19987661	1998766100	19987661	100	756		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9217665/SRR9217665.1	SRX5988164		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP200817	PRJNA547830	3	547830	SRS4893362	simple	9606	Homo sapiens	GSM3862937							no					GEO	SRA895374		public	358C98B35D5102C761FCC21C6A31D318	8E2641748D885B201C8C5CE8DC96E0B3	11978272	TET2 KO+ IFNγ 3-2	Xiong Lab, Linebeger Cancer Center, UNC-Chapel Hill	9606	SRS4893362	GSM3862937	THP1	Leukemic monocyte	TET2 KO	Leukemic monocyte‎	IFNγ	TET2_KO.IFNy
