BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment	treatment time	group
SAMN12280533	SRR9689891	2019-07-17T16:40:07Z	2019-07-15T19:55:28Z	21941489	1097074450	0	50	380		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689891/SRR9689891.1	SRX6449269		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102895	simple	9606	Homo sapiens	GSM3942139							no					GEO	SRA921270		public	861AADD5F74D9F424396C78CDC0E9504	020B922C04CFC89D650A4E583ED7FF6B	12280533	SKMel19_0h_N1	Michigan State University	9606	SRS5102895	GSM3942139	melanoma cell line SKMel19	Melanoma Cell Line	control	0 hr	SKMel19.control.0hr
SAMN12280533	SRR9689892	2019-07-17T16:40:07Z	2019-07-15T19:55:29Z	23770770	1188538500	0	50	411		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689892/SRR9689892.1	SRX6449269		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102895	simple	9606	Homo sapiens	GSM3942139							no					GEO	SRA921270		public	4EE45D76FBBD76544E414042FA96A1A8	C172D2B05ACBD7D23CFC674C0C10614E	12280533	SKMel19_0h_N1	Michigan State University	9606	SRS5102895	GSM3942139	melanoma cell line SKMel19	Melanoma Cell Line	control	0 hr	SKMel19.control.0hr
SAMN12280534	SRR9689890	2019-07-17T16:40:07Z	2019-07-15T20:02:27Z	53944940	2697247000	0	50	949		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689890/SRR9689890.1	SRX6449268		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102894	simple	9606	Homo sapiens	GSM3942138							no					GEO	SRA921270		public	899CDC4851716D1386E158BF36811998	E7FE5E888CDEB06E8C4BCA7987552FB2	12280534	SKMel2_24h_N2	Michigan State University	9606	SRS5102894	GSM3942138	melanoma cell line SKMel2	Melanoma Cell Line	CCG-222740	24 hr	SKMel2.CCG_222740.24hr
SAMN12280535	SRR9689888	2019-07-17T16:40:07Z	2019-07-15T19:56:36Z	22809302	1140465100	0	50	400		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689888/SRR9689888.1	SRX6449267		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102893	simple	9606	Homo sapiens	GSM3942137							no					GEO	SRA921270		public	46E1B2C0014F7271E7885B470B3C5924	6AA9067501F73EBC976D137445B4D831	12280535	SKMel2_24h_N1	Michigan State University	9606	SRS5102893	GSM3942137	melanoma cell line SKMel2	Melanoma Cell Line	CCG-222740	24 hr	SKMel2.CCG_222740.24hr
SAMN12280535	SRR9689889	2019-07-17T16:40:07Z	2019-07-15T19:55:35Z	24173433	1208671650	0	50	422		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689889/SRR9689889.1	SRX6449267		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102893	simple	9606	Homo sapiens	GSM3942137							no					GEO	SRA921270		public	038BB4DE8A04965E12F12E919DC9969B	DDA2B83ACF52F1CE1D5913177EA45022	12280535	SKMel2_24h_N1	Michigan State University	9606	SRS5102893	GSM3942137	melanoma cell line SKMel2	Melanoma Cell Line	CCG-222740	24 hr	SKMel2.CCG_222740.24hr
SAMN12280536	SRR9689887	2019-07-17T16:40:07Z	2019-07-15T20:05:07Z	55309634	2765481700	0	50	980		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689887/SRR9689887.1	SRX6449266		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102892	simple	9606	Homo sapiens	GSM3942136							no					GEO	SRA921270		public	41645534CF3EC3CB2A92D81C0FF33A8E	19734D619E08A231BE877D30C8FCC252	12280536	SKMel2_6h_N2	Michigan State University	9606	SRS5102892	GSM3942136	melanoma cell line SKMel2	Melanoma Cell Line	CCG-222740	6 hr	SKMel2.CCG_222740.6hr
SAMN12280537	SRR9689885	2019-07-17T16:40:07Z	2019-07-15T19:55:23Z	20667394	1033369700	0	50	367		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689885/SRR9689885.1	SRX6449265		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102891	simple	9606	Homo sapiens	GSM3942135							no					GEO	SRA921270		public	61316F0A2930B9422CA0556DEA75E60A	BF23709446D34890976BDD27BA7EACBD	12280537	SKMel2_6h_N1	Michigan State University	9606	SRS5102891	GSM3942135	melanoma cell line SKMel2	Melanoma Cell Line	CCG-222740	6 hr	SKMel2.CCG_222740.6hr
SAMN12280537	SRR9689886	2019-07-17T16:40:07Z	2019-07-15T19:55:51Z	21507448	1075372400	0	50	380		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689886/SRR9689886.1	SRX6449265		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102891	simple	9606	Homo sapiens	GSM3942135							no					GEO	SRA921270		public	A9F38DC438A71530DC9209877758DBAE	5D2B67D1142FFF0D1AB515B8F09C972A	12280537	SKMel2_6h_N1	Michigan State University	9606	SRS5102891	GSM3942135	melanoma cell line SKMel2	Melanoma Cell Line	CCG-222740	6 hr	SKMel2.CCG_222740.6hr
SAMN12280538	SRR9689884	2019-07-17T16:40:07Z	2019-07-15T20:01:05Z	48966831	2448341550	0	50	874		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689884/SRR9689884.1	SRX6449264		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102890	simple	9606	Homo sapiens	GSM3942134							no					GEO	SRA921270		public	52A616043FF3524253F4DF27977F35E8	F68D3ED10AF3199917DE2CBE7A5133C7	12280538	SKMel2_2h_N2	Michigan State University	9606	SRS5102890	GSM3942134	melanoma cell line SKMel2	Melanoma Cell Line	CCG-222740	2 hr	SKMel2.CCG_222740.2hr
SAMN12280539	SRR9689882	2019-07-17T16:40:07Z	2019-07-15T19:55:20Z	21954053	1097702650	0	50	391		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689882/SRR9689882.1	SRX6449263		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102889	simple	9606	Homo sapiens	GSM3942133							no					GEO	SRA921270		public	A27B9C928A27BC1AA3C3F348B1BA10BB	25F83CEEEC188D95C5D3CA282E4F3413	12280539	SKMel2_2h_N1	Michigan State University	9606	SRS5102889	GSM3942133	melanoma cell line SKMel2	Melanoma Cell Line	CCG-222740	2 hr	SKMel2.CCG_222740.2hr
SAMN12280539	SRR9689883	2019-07-17T16:40:07Z	2019-07-15T20:04:15Z	22155486	1107774300	0	50	392		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689883/SRR9689883.1	SRX6449263		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102889	simple	9606	Homo sapiens	GSM3942133							no					GEO	SRA921270		public	21C9430759C3280E67A9EB3C7D791673	A03B08630FCB7298F2F4D6223A0B33A1	12280539	SKMel2_2h_N1	Michigan State University	9606	SRS5102889	GSM3942133	melanoma cell line SKMel2	Melanoma Cell Line	CCG-222740	2 hr	SKMel2.CCG_222740.2hr
SAMN12280540	SRR9689881	2019-07-17T16:40:07Z	2019-07-15T20:06:31Z	61539989	3076999450	0	50	1080		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689881/SRR9689881.1	SRX6449262		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102888	simple	9606	Homo sapiens	GSM3942132							no					GEO	SRA921270		public	15F77117A2B762D928DD045FEB51694F	967D3DA1E4547A7B58BABEF3E403122E	12280540	SKMel2_0h_N2	Michigan State University	9606	SRS5102888	GSM3942132	melanoma cell line SKMel2	Melanoma Cell Line	control	0 hr	SKMel2.control.0hr
SAMN12280541	SRR9689879	2019-07-17T16:40:07Z	2019-07-15T19:55:06Z	22869320	1143466000	0	50	405		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689879/SRR9689879.1	SRX6449261		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102887	simple	9606	Homo sapiens	GSM3942131							no					GEO	SRA921270		public	EA6D591A74087547E966A6A31D71B002	96D7DD91CBCB75A3DA0C2045C6685F0A	12280541	SKMel2_0h_N1	Michigan State University	9606	SRS5102887	GSM3942131	melanoma cell line SKMel2	Melanoma Cell Line	control	0 hr	SKMel2.control.0hr
SAMN12280541	SRR9689880	2019-07-17T16:40:07Z	2019-07-15T19:55:37Z	24390853	1219542650	0	50	430		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689880/SRR9689880.1	SRX6449261		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102887	simple	9606	Homo sapiens	GSM3942131							no					GEO	SRA921270		public	D7951410A2758FB2EB32F41B54BB2B8E	8CEF1246DD18C1DECEF08C23292E8C5B	12280541	SKMel2_0h_N1	Michigan State University	9606	SRS5102887	GSM3942131	melanoma cell line SKMel2	Melanoma Cell Line	control	0 hr	SKMel2.control.0hr
SAMN12280542	SRR9689927	2019-07-17T16:40:08Z	2019-07-15T19:53:44Z	15989521	799476050	0	50	275		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689927/SRR9689927.1	SRX6449287		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102913	simple	9606	Homo sapiens	GSM3942157							no					GEO	SRA921270		public	B6173AC5556704625EFFA2E32D11C737	D569C042B8FC657A0B8C8441F299670C	12280542	WM3451_2h_N1	Michigan State University	9606	SRS5102913	GSM3942157	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	2 hr	WM3451.CCG_222740.2hr
SAMN12280542	SRR9689928	2019-07-17T16:40:08Z	2019-07-15T19:54:57Z	17586852	879342600	0	50	301		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689928/SRR9689928.1	SRX6449287		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102913	simple	9606	Homo sapiens	GSM3942157							no					GEO	SRA921270		public	22F357826923F63FE3438AF1E8D09C66	3CF7834183DE834561A52952BC5B9740	12280542	WM3451_2h_N1	Michigan State University	9606	SRS5102913	GSM3942157	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	2 hr	WM3451.CCG_222740.2hr
SAMN12280543	SRR9689937	2019-07-17T16:40:08Z	2019-07-15T19:56:07Z	24532141	1226607050	0	50	432		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689937/SRR9689937.1	SRX6449292		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102918	simple	9606	Homo sapiens	GSM3942162							no					GEO	SRA921270		public	E32E303AC689436EDBD3AB49469B9246	73678A62F47FCEC8314DF796DB249C9A	12280543	WM3451_24h_N2	Michigan State University	9606	SRS5102918	GSM3942162	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	24 hr	WM3451.CCG_222740.24hr
SAMN12280543	SRR9689938	2019-07-17T16:40:08Z	2019-07-15T19:57:35Z	26262027	1313101350	0	50	460		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689938/SRR9689938.1	SRX6449292		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102918	simple	9606	Homo sapiens	GSM3942162							no					GEO	SRA921270		public	1F444A6D9A99DA318E46A6806F9BE3B1	6495573D94F3686E374D930CD38B5712	12280543	WM3451_24h_N2	Michigan State University	9606	SRS5102918	GSM3942162	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	24 hr	WM3451.CCG_222740.24hr
SAMN12280544	SRR9689935	2019-07-17T16:40:08Z	2019-07-15T19:55:26Z	18193037	909651850	0	50	315		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689935/SRR9689935.1	SRX6449291		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102917	simple	9606	Homo sapiens	GSM3942161							no					GEO	SRA921270		public	9A54A0996FFD5706FBB72FD86FC0E7C6	0F9868193ABFAEAC07B4EE60DF9BC009	12280544	WM3451_24h_N1	Michigan State University	9606	SRS5102917	GSM3942161	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	24 hr	WM3451.CCG_222740.24hr
SAMN12280544	SRR9689936	2019-07-17T16:40:08Z	2019-07-15T19:55:40Z	20518502	1025925100	0	50	355		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689936/SRR9689936.1	SRX6449291		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102917	simple	9606	Homo sapiens	GSM3942161							no					GEO	SRA921270		public	16E09D25E77AEDD6400F8228758927DA	2EED8A5F54E7DB29ACA40D95BD072E02	12280544	WM3451_24h_N1	Michigan State University	9606	SRS5102917	GSM3942161	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	24 hr	WM3451.CCG_222740.24hr
SAMN12280545	SRR9689925	2019-07-17T16:40:08Z	2019-07-15T19:55:26Z	23080870	1154043500	0	50	409		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689925/SRR9689925.1	SRX6449286		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102912	simple	9606	Homo sapiens	GSM3942156							no					GEO	SRA921270		public	36E8676765D044684CF453711F55A688	F1208AA24C0B71406DF0D54ECE7222D7	12280545	WM3451_0h_N2	Michigan State University	9606	SRS5102912	GSM3942156	melanoma cell line WM3451	Melanoma Cell Line	control	0 hr	WM3451.control.0hr
SAMN12280545	SRR9689926	2019-07-17T16:40:08Z	2019-07-15T19:56:41Z	24365683	1218284150	0	50	430		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689926/SRR9689926.1	SRX6449286		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102912	simple	9606	Homo sapiens	GSM3942156							no					GEO	SRA921270		public	32F2D298BDE5CD91A35CAB2A7105ED19	0304C7E773DA1511AE49B25FEC672CA3	12280545	WM3451_0h_N2	Michigan State University	9606	SRS5102912	GSM3942156	melanoma cell line WM3451	Melanoma Cell Line	control	0 hr	WM3451.control.0hr
SAMN12280546	SRR9689923	2019-07-17T16:40:08Z	2019-07-15T19:55:27Z	18447938	922396900	0	50	324		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689923/SRR9689923.1	SRX6449285		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102911	simple	9606	Homo sapiens	GSM3942155							no					GEO	SRA921270		public	2E514589D3702880B84E967E267D2D11	1109C27354AB055AFC1AD8BCC0A17ED1	12280546	WM3451_0h_N1	Michigan State University	9606	SRS5102911	GSM3942155	melanoma cell line WM3451	Melanoma Cell Line	control	0 hr	WM3451.control.0hr
SAMN12280546	SRR9689924	2019-07-17T16:40:08Z	2019-07-15T19:55:03Z	19998807	999940350	0	50	350		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689924/SRR9689924.1	SRX6449285		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102911	simple	9606	Homo sapiens	GSM3942155							no					GEO	SRA921270		public	9ED09B5E4CC9FD3CBFB295DFC569512D	2AA273B2068B5EFA367D292D33D32ABD	12280546	WM3451_0h_N1	Michigan State University	9606	SRS5102911	GSM3942155	melanoma cell line WM3451	Melanoma Cell Line	control	0 hr	WM3451.control.0hr
SAMN12280547	SRR9689921	2019-07-17T16:40:08Z	2019-07-15T19:56:08Z	19465927	973296350	0	50	342		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689921/SRR9689921.1	SRX6449284		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102910	simple	9606	Homo sapiens	GSM3942154							no					GEO	SRA921270		public	E6F92E9B99B72F2CC2BD67E2F00A1469	4FB08FA876D1A8A291A5C1313658CFF8	12280547	SKMel147_24h_N2	Michigan State University	9606	SRS5102910	GSM3942154	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	24 hr	SKMel147.CCG_222740.24hr
