accession	uid	title	organization	taxonomy	sra	geo	cell line	cell type	source_name	treatment
SAMN10517503	10517503	jc4876_mcf7_4_hydroxy_tamoxifen_wild_type Clone 216 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101400	GSM3499225	MCF7	breast cancer cell line	4_hydroxy_tamoxifen_WT_CLONE_216	100 nM 4-hydroxy tamoxifen for 6 hours
SAMN10517504	10517504	jc4875_mcf7_4_hydroxy_tamoxifen_wild_type Clone 216 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101399	GSM3499224	MCF7	breast cancer cell line	4_hydroxy_tamoxifen_WT_CLONE_216	100 nM 4-hydroxy tamoxifen for 6 hours
SAMN10517505	10517505	jc4926_mcf7_4_hydroxy_tamoxifen_parental_cell_line rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101398	GSM3499223	MCF7	breast cancer cell line	4_hydroxy_tamoxifen_PARENTAL_CELL_LINE	100 nM 4-hydroxy tamoxifen for 6 hours
SAMN10517506	10517506	jc4925_mcf7_4_hydroxy_tamoxifen_parental_cell_line rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101397	GSM3499222	MCF7	breast cancer cell line	4_hydroxy_tamoxifen_PARENTAL_CELL_LINE	100 nM 4-hydroxy tamoxifen for 6 hours
SAMN10517507	10517507	jc4924_mcf7_4_hydroxy_tamoxifen_parental_cell_line rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101396	GSM3499221	MCF7	breast cancer cell line	4_hydroxy_tamoxifen_PARENTAL_CELL_LINE	100 nM 4-hydroxy tamoxifen for 6 hours
SAMN10517508	10517508	jc4923_mcf7_4_hydroxy_tamoxifen_parental_cell_line rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101395	GSM3499220	MCF7	breast cancer cell line	4_hydroxy_tamoxifen_PARENTAL_CELL_LINE	100 nM 4-hydroxy tamoxifen for 6 hours
SAMN10517509	10517509	jc4958_mcf7_4_hydroxy_tamoxifen_arid1a Clone 14 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101394	GSM3499219	MCF7	breast cancer cell line	4_hydroxy_tamoxifen_ARID1A_CLONE_14	100 nM 4-hydroxy tamoxifen for 6 hours
SAMN10517510	10517510	jc4957_mcf7_4_hydroxy_tamoxifen_arid1a Clone 14 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101393	GSM3499218	MCF7	breast cancer cell line	4_hydroxy_tamoxifen_ARID1A_CLONE_14	100 nM 4-hydroxy tamoxifen for 6 hours
SAMN10517511	10517511	jc4956_mcf7_4_hydroxy_tamoxifen_arid1a Clone 14 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101392	GSM3499217	MCF7	breast cancer cell line	4_hydroxy_tamoxifen_ARID1A_CLONE_14	100 nM 4-hydroxy tamoxifen for 6 hours
SAMN10517512	10517512	jc4955_mcf7_4_hydroxy_tamoxifen_arid1a Clone 14 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101391	GSM3499216	MCF7	breast cancer cell line	4_hydroxy_tamoxifen_ARID1A_CLONE_14	100 nM 4-hydroxy tamoxifen for 6 hours
SAMN10517513	10517513	jc4942_mcf7_4_hydroxy_tamoxifen_arid1a Clone 11 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101390	GSM3499215	MCF7	breast cancer cell line	4_hydroxy_tamoxifen_ARID1A_CLONE_11	100 nM 4-hydroxy tamoxifen for 6 hours
SAMN10517788	10517788	jc4902_mcf7_vehicle_wild_type Clone 221 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101482	GSM3499307	MCF7	breast cancer cell line	Vehicle_WT_CLONE_221	DMSO Vehicle for 6 hours
SAMN10517789	10517789	jc4901_mcf7_vehicle_wild_type Clone 221 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101481	GSM3499306	MCF7	breast cancer cell line	Vehicle_WT_CLONE_221	DMSO Vehicle for 6 hours
SAMN10517791	10517791	jc4900_mcf7_vehicle_wild_type Clone 221 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101480	GSM3499305	MCF7	breast cancer cell line	Vehicle_WT_CLONE_221	DMSO Vehicle for 6 hours
SAMN10517792	10517792	jc4868_mcf7_vehicle_wild_type Clone 216 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101472	GSM3499297	MCF7	breast cancer cell line	Vehicle_WT_CLONE_216	DMSO Vehicle for 6 hours
SAMN10517793	10517793	jc4899_mcf7_vehicle_wild_type Clone 221 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101479	GSM3499304	MCF7	breast cancer cell line	Vehicle_WT_CLONE_221	DMSO Vehicle for 6 hours
SAMN10517795	10517795	jc4886_mcf7_vehicle_wild_type Clone 219 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101477	GSM3499303	MCF7	breast cancer cell line	Vehicle_WT_CLONE_219	DMSO Vehicle for 6 hours
SAMN10517796	10517796	jc4885_mcf7_vehicle_wild_type Clone 219 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101478	GSM3499302	MCF7	breast cancer cell line	Vehicle_WT_CLONE_219	DMSO Vehicle for 6 hours
SAMN10517798	10517798	jc4884_mcf7_vehicle_wild_type Clone 219 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101476	GSM3499301	MCF7	breast cancer cell line	Vehicle_WT_CLONE_219	DMSO Vehicle for 6 hours
SAMN10517799	10517799	jc4883_mcf7_vehicle_wild_type Clone 219 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101475	GSM3499300	MCF7	breast cancer cell line	Vehicle_WT_CLONE_219	DMSO Vehicle for 6 hours
SAMN10517800	10517800	jc4870_mcf7_vehicle_wild_type Clone 216 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101474	GSM3499299	MCF7	breast cancer cell line	Vehicle_WT_CLONE_216	DMSO Vehicle for 6 hours
SAMN10517802	10517802	jc4869_mcf7_vehicle_wild_type Clone 216 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101473	GSM3499298	MCF7	breast cancer cell line	Vehicle_WT_CLONE_216	DMSO Vehicle for 6 hours
SAMN10517804	10517804	jc4871_mcf7_jq1_wild_type Clone 216 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101447	GSM3499272	MCF7	breast cancer cell line	JQ1_WT_CLONE_216	250 nM JQ1 for 6 hours
SAMN10517805	10517805	jc4922_mcf7_jq1_parental_cell_line rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101446	GSM3499271	MCF7	breast cancer cell line	JQ1_PARENTAL_CELL_LINE	250 nM JQ1 for 6 hours
SAMN10517807	10517807	jc4921_mcf7_jq1_parental_cell_line rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101445	GSM3499270	MCF7	breast cancer cell line	JQ1_PARENTAL_CELL_LINE	250 nM JQ1 for 6 hours
SAMN10517808	10517808	jc4920_mcf7_jq1_parental_cell_line rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101444	GSM3499269	MCF7	breast cancer cell line	JQ1_PARENTAL_CELL_LINE	250 nM JQ1 for 6 hours
SAMN10517810	10517810	jc4919_mcf7_jq1_parental_cell_line rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101443	GSM3499268	MCF7	breast cancer cell line	JQ1_PARENTAL_CELL_LINE	250 nM JQ1 for 6 hours
SAMN10517811	10517811	jc4954_mcf7_jq1_arid1a Clone 14 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101442	GSM3499267	MCF7	breast cancer cell line	JQ1_ARID1A_CLONE_14	250 nM JQ1 for 6 hours
SAMN10517813	10517813	jc4952_mcf7_jq1_arid1a Clone 14 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101440	GSM3499265	MCF7	breast cancer cell line	JQ1_ARID1A_CLONE_14	250 nM JQ1 for 6 hours
SAMN10517814	10517814	jc4951_mcf7_jq1_arid1a Clone 14 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101439	GSM3499264	MCF7	breast cancer cell line	JQ1_ARID1A_CLONE_14	250 nM JQ1 for 6 hours
SAMN10517816	10517816	jc4938_mcf7_jq1_arid1a Clone 11 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101438	GSM3499263	MCF7	breast cancer cell line	JQ1_ARID1A_CLONE_11	250 nM JQ1 for 6 hours
SAMN10517818	10517818	jc4937_mcf7_jq1_arid1a Clone 11 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101437	GSM3499262	MCF7	breast cancer cell line	JQ1_ARID1A_CLONE_11	250 nM JQ1 for 6 hours
SAMN10517820	10517820	jc4936_mcf7_jq1_arid1a Clone 11 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101436	GSM3499261	MCF7	breast cancer cell line	JQ1_ARID1A_CLONE_11	250 nM JQ1 for 6 hours
SAMN10517822	10517822	jc4935_mcf7_jq1_arid1a Clone 11 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101435	GSM3499260	MCF7	breast cancer cell line	JQ1_ARID1A_CLONE_11	250 nM JQ1 for 6 hours
SAMN10517824	10517824	jc4914_mcf7_fulvestrant_wild_type Clone 221 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101434	GSM3499259	MCF7	breast cancer cell line	Fulvestrant_WT_CLONE_221	10 nM Fulvestrant for 6 hours
SAMN10517827	10517827	jc4913_mcf7_fulvestrant_wild_type Clone 221 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101433	GSM3499258	MCF7	breast cancer cell line	Fulvestrant_WT_CLONE_221	10 nM Fulvestrant for 6 hours
SAMN10517828	10517828	jc4912_mcf7_fulvestrant_wild_type Clone 221 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101432	GSM3499257	MCF7	breast cancer cell line	Fulvestrant_WT_CLONE_221	10 nM Fulvestrant for 6 hours
SAMN10517829	10517829	jc4911_mcf7_fulvestrant_wild_type Clone 221 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101431	GSM3499256	MCF7	breast cancer cell line	Fulvestrant_WT_CLONE_221	10 nM Fulvestrant for 6 hours
SAMN10517831	10517831	jc4898_mcf7_fulvestrant_wild_type Clone 219 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101430	GSM3499255	MCF7	breast cancer cell line	Fulvestrant_WT_CLONE_219	10 nM Fulvestrant for 6 hours
SAMN10517833	10517833	jc4897_mcf7_fulvestrant_wild_type Clone 219 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101429	GSM3499254	MCF7	breast cancer cell line	Fulvestrant_WT_CLONE_219	10 nM Fulvestrant for 6 hours
SAMN10517835	10517835	jc4896_mcf7_fulvestrant_wild_type Clone 219 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101428	GSM3499253	MCF7	breast cancer cell line	Fulvestrant_WT_CLONE_219	10 nM Fulvestrant for 6 hours
SAMN10517836	10517836	jc4895_mcf7_fulvestrant_wild_type Clone 219 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101427	GSM3499252	MCF7	breast cancer cell line	Fulvestrant_WT_CLONE_219	10 nM Fulvestrant for 6 hours
SAMN10517838	10517838	jc4882_mcf7_fulvestrant_wild_type Clone 216 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101426	GSM3499251	MCF7	breast cancer cell line	Fulvestrant_WT_CLONE_216	10 nM Fulvestrant for 6 hours
SAMN10517844	10517844	jc4867_mcf7_vehicle_wild_type Clone 216 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101471	GSM3499296	MCF7	breast cancer cell line	Vehicle_WT_CLONE_216	DMSO Vehicle for 6 hours
SAMN10517845	10517845	jc4918_mcf7_vehicle_parental_cell_line rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101470	GSM3499295	MCF7	breast cancer cell line	Vehicle_PARENTAL_CELL_LINE	DMSO Vehicle for 6 hours
SAMN10517846	10517846	jc4917_mcf7_vehicle_parental_cell_line rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101469	GSM3499294	MCF7	breast cancer cell line	Vehicle_PARENTAL_CELL_LINE	DMSO Vehicle for 6 hours
SAMN10517847	10517847	jc4916_mcf7_vehicle_parental_cell_line rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101468	GSM3499293	MCF7	breast cancer cell line	Vehicle_PARENTAL_CELL_LINE	DMSO Vehicle for 6 hours
SAMN10517848	10517848	jc4915_mcf7_vehicle_parental_cell_line rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101467	GSM3499292	MCF7	breast cancer cell line	Vehicle_PARENTAL_CELL_LINE	DMSO Vehicle for 6 hours
SAMN10517849	10517849	jc4950_mcf7_vehicle_arid1a Clone 14 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101466	GSM3499291	MCF7	breast cancer cell line	Vehicle_ARID1A_CLONE_14	DMSO Vehicle for 6 hours
SAMN10517850	10517850	jc4949_mcf7_vehicle_arid1a Clone 14 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101465	GSM3499290	MCF7	breast cancer cell line	Vehicle_ARID1A_CLONE_14	DMSO Vehicle for 6 hours
SAMN10517851	10517851	jc4948_mcf7_vehicle_arid1a Clone 14 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101464	GSM3499289	MCF7	breast cancer cell line	Vehicle_ARID1A_CLONE_14	DMSO Vehicle for 6 hours
SAMN10517853	10517853	jc4947_mcf7_vehicle_arid1a Clone 14 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101463	GSM3499288	MCF7	breast cancer cell line	Vehicle_ARID1A_CLONE_14	DMSO Vehicle for 6 hours
SAMN10517854	10517854	jc4934_mcf7_vehicle_arid1a Clone 11 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101462	GSM3499287	MCF7	breast cancer cell line	Vehicle_ARID1A_CLONE_11	DMSO Vehicle for 6 hours
SAMN10517855	10517855	jc4933_mcf7_vehicle_arid1a Clone 11 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101461	GSM3499286	MCF7	breast cancer cell line	Vehicle_ARID1A_CLONE_11	DMSO Vehicle for 6 hours
SAMN10517857	10517857	jc4932_mcf7_vehicle_arid1a Clone 11 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101460	GSM3499285	MCF7	breast cancer cell line	Vehicle_ARID1A_CLONE_11	DMSO Vehicle for 6 hours
SAMN10517858	10517858	jc4931_mcf7_vehicle_arid1a Clone 11 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101459	GSM3499284	MCF7	breast cancer cell line	Vehicle_ARID1A_CLONE_11	DMSO Vehicle for 6 hours
SAMN10517860	10517860	jc4906_mcf7_jq1_wild_type Clone 221 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101458	GSM3499283	MCF7	breast cancer cell line	JQ1_WT_CLONE_221	250 nM JQ1 for 6 hours
SAMN10517861	10517861	jc4905_mcf7_jq1_wild_type Clone 221 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101457	GSM3499282	MCF7	breast cancer cell line	JQ1_WT_CLONE_221	250 nM JQ1 for 6 hours
SAMN10517863	10517863	jc4904_mcf7_jq1_wild_type Clone 221 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101456	GSM3499281	MCF7	breast cancer cell line	JQ1_WT_CLONE_221	250 nM JQ1 for 6 hours
SAMN10517864	10517864	jc4903_mcf7_jq1_wild_type Clone 221 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101455	GSM3499280	MCF7	breast cancer cell line	JQ1_WT_CLONE_221	250 nM JQ1 for 6 hours
SAMN10517866	10517866	jc4890_mcf7_jq1_wild_type Clone 219 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101454	GSM3499279	MCF7	breast cancer cell line	JQ1_WT_CLONE_219	250 nM JQ1 for 6 hours
SAMN10517867	10517867	jc4889_mcf7_jq1_wild_type Clone 219 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101453	GSM3499278	MCF7	breast cancer cell line	JQ1_WT_CLONE_219	250 nM JQ1 for 6 hours
SAMN10517869	10517869	jc4888_mcf7_jq1_wild_type Clone 219 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101452	GSM3499277	MCF7	breast cancer cell line	JQ1_WT_CLONE_219	250 nM JQ1 for 6 hours
SAMN10517870	10517870	jc4887_mcf7_jq1_wild_type Clone 219 rep 1	Cancer Research UK, Cambridge Institute	9606	SRS4101451	GSM3499276	MCF7	breast cancer cell line	JQ1_WT_CLONE_219	250 nM JQ1 for 6 hours
SAMN10517872	10517872	jc4874_mcf7_jq1_wild_type Clone 216 rep 4	Cancer Research UK, Cambridge Institute	9606	SRS4101450	GSM3499275	MCF7	breast cancer cell line	JQ1_WT_CLONE_216	250 nM JQ1 for 6 hours
SAMN10517873	10517873	jc4873_mcf7_jq1_wild_type Clone 216 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101449	GSM3499274	MCF7	breast cancer cell line	JQ1_WT_CLONE_216	250 nM JQ1 for 6 hours
SAMN10517874	10517874	jc4872_mcf7_jq1_wild_type Clone 216 rep 2	Cancer Research UK, Cambridge Institute	9606	SRS4101448	GSM3499273	MCF7	breast cancer cell line	JQ1_WT_CLONE_216	250 nM JQ1 for 6 hours
SAMN10517876	10517876	jc4953_mcf7_jq1_arid1a Clone 14 rep 3	Cancer Research UK, Cambridge Institute	9606	SRS4101441	GSM3499266	MCF7	breast cancer cell line	JQ1_ARID1A_CLONE_14	250 nM JQ1 for 6 hours
